,allStar,ast,ast_pct,blk,blk_pct,bpm,class,conf_abbr,dbpm,def_rtg,drb,drb_pct,dws,efg_pct,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,obpm,off_rtg,orb,orb_pct,ows,per,pf,pick_overall,player,pos,pprod,pts,round,school_name,season,stl,stl_pct,tov,tov_pct,trb,trb_pct,ts_pct,usg_pct,ws,year_drafted,pts_pg,fg_p,fg2_p,fg3_p,ft_p,trb_p,ast_p,stl_p,blk_p
278,0.0,75.0,10.8,37.0,2.8,9.1,,,4.1,92.3,194.0,17.3,2.6,0.511,160.0,147.0,275.0,13.0,51.0,326.0,143.0,192.0,40.0,1245.0,5.0,115.5,103.0,10.3,3.4,21.2,97.0,2,Michael Kidd-Gilchrist,,497.0,476.0,1,,,39.0,1.9,87.0,17.3,297.0,14.0,0.57,20.6,6.0,2012,11.9,0.49079754601226994,0.5345454545454545,0.25490196077931565,0.7447916666627876,7.425,1.875,0.975,0.925
279,0.0,71.0,19.25,8.0,1.15,7.7,,,2.1,95.25,54.0,8.350000000000001,1.35,0.509,124.0,89.5,174.5,34.5,99.0,273.5,62.5,83.0,35.5,722.5,5.6,114.65,15.0,2.5,2.2,22.4,57.5,4,Dion Waiters,,320.5,345.0,1,,,52.5,4.4,39.0,11.4,69.0,5.5,0.5445,24.549999999999997,3.6,2012,9.71830985915493,0.453382084095064,0.5128939828080229,0.34848484848132844,0.7530120481836986,1.943661971830986,2.0,1.4788732394366197,0.22535211267605634
280,0.0,33.666666666666664,9.266666666666667,24.666666666666668,5.133333333333334,7.5,,,4.066666666666667,85.63333333333333,180.66666666666666,28.866666666666664,1.7999999999999998,0.5326666666666666,131.66666666666666,129.33333333333334,246.33333333333334,2.3333333333333335,4.666666666666667,251.0,76.33333333333333,126.0,35.0,653.3333333333334,3.3333333333333335,104.56666666666666,73.66666666666667,15.766666666666667,1.7333333333333332,23.7,72.33333333333333,5,Thomas Robinson,,331.6666666666667,342.0,1,,,21.0,1.8,57.666666666666664,17.900000000000002,254.33333333333334,22.599999999999998,0.5353333333333333,26.53333333333333,3.5666666666666664,2012,9.771428571428572,0.5245683930942895,0.5250338294993234,0.49999999989285715,0.6058201058152977,7.266666666666667,0.9619047619047618,0.6,0.7047619047619048
281,0.0,41.0,9.399999999999999,22.5,2.5,6.85,,,1.9500000000000002,98.19999999999999,122.0,15.75,1.35,0.5365,158.5,100.5,190.5,58.0,159.5,350.0,48.5,63.5,34.5,840.5,4.9,116.44999999999999,38.5,5.0,2.35,20.55,84.0,8,Terrence Ross,,374.0,423.5,1,,,31.5,2.05,47.0,10.45,160.5,10.2,0.5569999999999999,23.25,3.7,2012,12.27536231884058,0.45285714285714285,0.5275590551181102,0.3636363636340838,0.7637795275470272,4.6521739130434785,1.1884057971014492,0.9130434782608695,0.6521739130434783
282,0.0,71.0,13.0,1.0,0.1,3.7,,,0.0,104.7,94.0,10.0,1.0,0.505,174.0,116.0,243.0,58.0,159.0,402.0,121.0,184.0,34.0,1129.0,3.7,107.8,21.0,2.2,2.4,16.9,76.0,10,Austin Rivers,,488.0,527.0,1,,,33.0,1.7,79.0,13.9,115.0,6.0,0.5379999999999999,25.2,3.5,2012,15.5,0.43283582089552236,0.4773662551440329,0.3647798742115423,0.6576086956486,3.3823529411764706,2.088235294117647,0.9705882352941176,0.029411764705882353
283,0.0,24.0,6.6,36.5,6.050000000000001,3.6499999999999995,,,4.6,97.85,110.0,19.35,1.1,0.5345,99.0,98.5,168.5,0.5,6.0,174.5,52.5,72.0,32.5,645.0,-0.9500000000000002,97.95,41.5,6.85,1.3499999999999999,15.200000000000001,72.0,11,Meyers Leonard,,235.5,251.0,1,,,10.0,1.0,47.0,22.2,151.5,13.0,0.5665,19.9,2.4,2012,7.723076923076923,0.5673352435530086,0.5845697329376854,0.08333333331944444,0.7291666666565393,4.661538461538462,0.7384615384615385,0.3076923076923077,1.123076923076923
284,0.0,170.0,34.5,32.0,3.0,8.9,,,5.7,95.4,231.0,26.2,2.0,0.54,175.0,171.0,316.0,4.0,12.0,328.0,102.0,205.0,34.0,1072.0,3.1,103.3,85.0,9.4,2.1,22.8,89.0,16,Royce White,,528.0,456.0,1,,,40.0,2.2,130.0,23.4,316.0,17.7,0.536,26.5,4.1,2012,13.411764705882353,0.5335365853658537,0.5411392405063291,0.33333333330555553,0.497560975607329,9.294117647058824,5.0,1.1764705882352942,0.9411764705882353
285,0.0,55.5,9.5,70.0,5.9,8.95,,,5.4,89.5,210.0,19.8,2.75,0.4965,191.5,170.5,346.0,21.0,64.0,410.0,128.0,200.5,38.0,1155.5,3.55,112.19999999999999,94.0,9.85,3.1,24.9,91.0,18,Terrence Jones,,523.5,532.0,1,,,46.0,2.45,68.5,12.0,304.0,15.05,0.5295000000000001,25.299999999999997,5.85,2012,14.0,0.46707317073170734,0.49277456647398843,0.32812499999487305,0.6384039900217536,8.0,1.4605263157894737,1.2105263157894737,1.8421052631578947
286,0.0,21.75,8.675,61.0,4.9750000000000005,6.424999999999999,,,2.2,99.29999999999998,154.0,19.1,1.45,0.5862499999999999,202.25,195.0,332.5,7.25,19.25,351.75,114.0,158.25,30.75,918.0,4.074999999999999,115.57500000000002,67.75,8.225,3.175,26.075,92.75,19,Andrew Nicholson,,481.0,525.75,1,,,15.25,1.15,74.0,14.775000000000002,221.75,13.925,0.61475,27.424999999999997,4.65,2012,17.097560975609756,0.5749822316986496,0.5864661654135338,0.3766233766038118,0.7203791469148791,7.211382113821138,0.7073170731707317,0.4959349593495935,1.983739837398374
287,0.0,44.5,8.0,29.5,3.0,10.35,,,4.4,87.8,235.0,25.9,2.95,0.5415,225.0,215.5,398.5,9.5,26.0,424.5,181.5,247.5,37.0,1147.5,5.949999999999999,123.9,123.5,13.25,5.1,30.25,99.5,21,Jared Sullinger,,612.5,641.0,1,,,40.0,2.15,65.0,10.7,358.5,19.5,0.591,27.45,8.100000000000001,2012,17.324324324324323,0.5300353356890459,0.5407779171894604,0.3653846153705621,0.7333333333303704,9.68918918918919,1.2027027027027026,1.0810810810810811,0.7972972972972973
288,0.0,14.5,4.7,56.5,10.9,7.65,,,7.4,94.30000000000001,68.5,14.149999999999999,1.05,0.5865,66.0,66.0,114.5,0.0,0.0,114.5,23.5,42.5,31.5,545.0,0.20000000000000007,102.55000000000001,51.0,10.2,0.8,16.35,72.5,22,Fab Melo,,155.5,155.5,1,,,12.5,1.5499999999999998,34.0,22.25,119.5,12.3,0.5740000000000001,15.5,1.85,2012,4.936507936507937,0.5764192139737991,0.5764192139737991,0.0,0.5529411764575779,3.7936507936507935,0.4603174603174603,0.3968253968253968,1.7936507936507937
289,0.0,37.0,8.233333333333334,9.0,0.9,8.399999999999999,,,0.5333333333333333,104.3,74.66666666666667,8.433333333333334,1.0,0.6086666666666667,172.0,70.0,134.33333333333334,102.0,233.0,367.3333333333333,106.66666666666667,124.66666666666667,32.666666666666664,999.3333333333334,7.733333333333334,129.26666666666665,13.666666666666666,1.6666666666666667,4.166666666666667,23.133333333333336,40.666666666666664,23,John Jenkins,,463.0,552.6666666666666,1,,,22.333333333333332,1.3,43.333333333333336,9.033333333333333,88.33333333333333,5.233333333333333,0.6473333333333332,23.566666666666663,5.166666666666667,2012,16.918367346938776,0.46823956442831216,0.521091811414392,0.43776824034146883,0.8556149732551689,2.7040816326530615,1.1326530612244898,0.6836734693877551,0.2755102040816327
290,0.0,64.33333333333333,14.233333333333333,8.0,0.9,6.333333333333333,,,1.8333333333333333,99.43333333333334,67.0,8.9,1.3,0.511,126.66666666666667,98.66666666666667,197.0,28.0,81.33333333333333,278.3333333333333,142.33333333333334,188.66666666666666,32.666666666666664,911.0,4.366666666666666,104.76666666666667,31.0,4.233333333333333,1.933333333333333,19.1,82.33333333333333,24,Jared Cunningham,,402.3333333333333,423.6666666666667,1,,,73.0,4.666666666666667,83.66666666666667,21.0,98.0,6.5,0.5813333333333333,24.0,3.1999999999999997,2012,12.969387755102042,0.45508982035928147,0.5008460236886633,0.3442622950777345,0.7544169611267435,3.0,1.969387755102041,2.234693877551021,0.2448979591836735
291,0.0,130.0,24.5,13.0,1.2,5.2,,,2.8,98.7,96.0,10.7,1.6,0.453,198.0,189.0,391.0,9.0,56.0,447.0,154.0,264.0,35.0,1062.0,2.4,98.8,80.0,8.0,1.6,20.4,93.0,25,Tony Wroten,,579.0,559.0,1,,,66.0,3.5,132.0,18.7,176.0,9.3,0.488,31.2,3.2,2012,15.971428571428572,0.4429530201342282,0.4833759590792839,0.16071428571141583,0.5833333333311238,5.0285714285714285,3.7142857142857144,1.8857142857142857,0.37142857142857144
292,0.0,11.25,3.4,21.75,4.05,6.975,,,3.4250000000000003,93.17500000000001,100.5,19.875,1.25,0.5425,65.5,65.25,117.25,0.25,0.25,117.5,31.25,50.0,33.75,533.25,3.3499999999999996,114.125,62.0,11.8,1.0,19.075000000000003,76.5,26,Miles Plumlee,,266.0,162.5,1,,,15.5,1.75,34.5,21.674999999999997,162.5,16.225,0.5574999999999999,16.65,2.275,2012,4.814814814814815,0.5574468085106383,0.5565031982942431,0.9999999959999999,0.6249999999875,4.814814814814815,0.3333333333333333,0.45925925925925926,0.6444444444444445
293,0.0,35.0,7.0,23.0,2.1,4.8,,,0.9,100.4,204.0,23.5,1.4,0.561,180.0,172.0,310.0,8.0,18.0,328.0,124.0,159.0,30.0,1073.0,4.0,118.3,110.0,12.2,3.6,25.2,67.0,27,Arnett Moultrie,,479.0,492.0,1,,,25.0,1.4,73.0,15.3,314.0,17.7,0.61,23.3,5.0,2012,16.4,0.5487804878048781,0.5548387096774193,0.44444444441975306,0.7798742138315732,10.466666666666667,1.1666666666666667,0.8333333333333334,0.7666666666666667
294,0.0,39.0,8.35,23.5,2.55,4.6,,,1.95,98.1,149.5,17.8,1.6,0.5335,172.0,166.0,308.0,6.0,21.5,329.5,81.0,119.5,31.5,1015.0,2.65,112.80000000000001,84.0,10.4,2.55,20.5,74.0,28,Perry Jones,,409.5,431.0,1,,,22.0,1.25,62.5,14.05,233.5,14.15,0.5589999999999999,22.450000000000003,4.1,2012,13.682539682539682,0.5220030349013657,0.538961038961039,0.27906976742888046,0.6778242677767546,7.412698412698413,1.2380952380952381,0.6984126984126984,0.746031746031746
295,0.0,191.0,25.6,11.0,0.8,3.0,,,1.1,99.5,84.0,7.1,1.8,0.449,145.0,119.0,272.0,26.0,80.0,352.0,85.0,119.0,40.0,1303.0,1.9,101.7,17.0,1.6,1.7,13.2,91.0,29,Marquis Teague,,457.0,401.0,1,,,37.0,1.7,109.0,21.1,101.0,4.5,0.491,20.2,3.5,2012,10.025,0.4119318181818182,0.4375,0.3249999999959375,0.7142857142797119,2.525,4.775,0.925,0.275
296,0.0,4.5,1.6749999999999998,51.25,8.674999999999999,6.324999999999999,,,3.55,95.67499999999998,82.0,16.95,1.0250000000000001,0.5545,82.5,82.5,146.75,0.0,0.0,146.75,68.5,117.25,30.25,542.0,2.5749999999999997,106.15,53.75,10.65,1.125,21.125,78.5,30,Festus Ezeli,,301.25,233.5,1,,,10.25,1.3250000000000002,48.75,21.650000000000002,135.75,14.275,0.5585,22.7,2.15,2012,7.7190082644628095,0.5621805792163543,0.5621805792163543,0.0,0.5842217483958702,4.487603305785124,0.1487603305785124,0.33884297520661155,1.6942148760330578
297,0.0,63.0,14.399999999999999,15.0,1.425,7.4,,,2.575,99.04999999999998,118.0,13.375,1.475,0.52075,166.25,137.5,264.25,28.75,80.25,344.5,113.0,163.0,33.5,980.75,4.625,112.0,70.0,7.425000000000001,2.6,21.575,78.25,31,Jeffery Taylor,,475.0,474.25,2,,,36.5,2.125,77.25,15.625,188.0,11.350000000000001,0.56125,25.924999999999997,4.075,2012,14.156716417910447,0.4825834542815675,0.5203405865657521,0.35825545170893136,0.6932515337380782,5.611940298507463,1.8805970149253732,1.0895522388059702,0.44776119402985076
298,0.0,65.5,12.45,33.5,3.2,12.8,,,4.9,91.65,196.0,20.65,2.4,0.5585,187.5,136.0,234.0,51.5,147.0,381.0,98.0,143.5,36.0,1087.0,7.9,125.1,76.5,8.25,3.95,26.5,89.0,34,Jae Crowder,,483.0,524.5,2,,,68.0,3.55,37.0,7.550000000000001,272.5,14.45,0.581,21.799999999999997,6.35,2012,14.569444444444445,0.4921259842519685,0.5811965811965812,0.3503401360520385,0.6829268292635337,7.569444444444445,1.8194444444444444,1.8888888888888888,0.9305555555555556
299,0.0,21.5,7.0,44.25,4.3,7.550000000000001,,,3.75,96.5,132.0,16.9,1.5750000000000002,0.6172500000000001,125.75,125.0,207.0,0.75,1.75,208.75,87.75,124.0,34.75,872.0,3.6,119.85,75.0,9.524999999999999,2.45,22.05,88.75,37,Quincy Acy,,383.0,340.0,2,,,25.5,1.6749999999999998,53.5,16.875,207.0,13.475000000000001,0.641,20.0,4.050000000000001,2012,9.784172661870503,0.6023952095808384,0.6038647342995169,0.4285714283265306,0.7076612903168736,5.956834532374101,0.6187050359712231,0.7338129496402878,1.2733812949640289
300,0.0,53.0,11.6,24.0,2.9,4.8,,,2.4,98.8,128.0,17.5,1.3,0.485,138.0,114.0,240.0,24.0,69.0,309.0,93.0,114.0,37.0,903.0,2.5,110.1,54.0,7.5,2.1,19.4,69.0,38,Quincy Miller,,377.0,393.0,2,,,25.0,1.7,66.0,15.4,182.0,12.5,0.541,23.9,3.5,2012,10.621621621621621,0.44660194174757284,0.475,0.34782608695148076,0.8157894736770545,4.918918918918919,1.4324324324324325,0.6756756756756757,0.6486486486486487
301,0.0,58.333333333333336,18.133333333333336,5.666666666666667,0.9333333333333332,6.900000000000001,,,2.6,96.43333333333334,88.33333333333333,14.633333333333333,1.3333333333333333,0.488,113.33333333333333,82.66666666666667,167.33333333333334,30.666666666666668,95.66666666666667,263.0,69.66666666666667,90.66666666666667,29.0,754.3333333333334,4.166666666666667,106.13333333333333,43.666666666666664,6.7,1.5999999999999999,19.2,62.333333333333336,39,Khris Middleton,,318.6666666666667,327.0,2,,,29.0,2.3333333333333335,57.666666666666664,15.533333333333331,132.0,10.6,0.5303333333333333,25.5,2.933333333333333,2012,11.275862068965518,0.4309252217997465,0.4940239043824701,0.3205574912858478,0.7683823529327016,4.551724137931035,2.0114942528735633,1.0,0.19540229885057472
302,0.0,100.5,18.45,21.0,1.85,7.1,,,2.9000000000000004,95.44999999999999,166.5,16.55,2.15,0.514,198.5,160.5,294.0,38.0,127.0,421.0,96.0,131.0,35.0,1153.0,4.15,109.75,59.5,6.5,2.9499999999999997,21.700000000000003,77.0,40,Will Barton,,522.0,531.0,2,,,52.0,2.65,82.0,14.75,226.0,11.75,0.5445,24.8,5.1,2012,15.17142857142857,0.47149643705463185,0.5459183673469388,0.2992125984228408,0.7328244274753221,6.457142857142857,2.8714285714285714,1.4857142857142858,0.6
303,0.0,143.75,25.449999999999996,7.75,0.7749999999999999,6.25,,,2.25,97.125,69.25,9.3,1.6749999999999998,0.5247499999999999,137.75,107.75,208.0,30.0,81.0,289.0,89.5,126.5,36.5,1009.75,3.8249999999999997,109.45,11.75,2.625,2.125,17.925,76.75,41,Tyshawn Taylor,,432.75,395.0,2,,,43.0,2.4000000000000004,94.75,21.625,81.0,4.65,0.56375,21.15,3.775,2012,10.821917808219178,0.47664359861591693,0.5180288461538461,0.3703703703657979,0.707509881417332,2.219178082191781,3.9383561643835616,1.178082191780822,0.21232876712328766
304,0.0,61.0,10.05,4.0,0.4,6.8,,,-0.05,102.2,74.5,6.8999999999999995,1.4,0.5895,168.0,96.0,195.0,72.0,151.5,346.5,101.0,124.5,39.0,1163.5,6.800000000000001,128.05,17.0,1.8,4.05,19.0,78.5,42,Doron Lamb,,449.5,509.0,2,,,20.5,1.05,47.0,10.5,91.5,4.5,0.6275,19.9,5.45,2012,13.051282051282051,0.48484848484848486,0.49230769230769234,0.47524752474933835,0.8112449799131627,2.3461538461538463,1.564102564102564,0.5256410256410257,0.10256410256410256
305,0.0,24.8,9.02,10.2,1.54,7.0200000000000005,,,2.64,96.46000000000001,122.0,20.32,1.34,0.5144,117.0,113.8,215.6,3.2,8.8,224.4,70.4,90.8,26.0,691.4,4.14,113.43999999999998,66.8,9.02,1.8000000000000003,24.220000000000002,52.6,43,Mike Scott,,370.2,307.6,2,,,17.0,1.44,42.2,13.839999999999998,188.8,16.68,0.5656000000000001,23.72,3.12,2012,11.830769230769231,0.5213903743315508,0.5278293135435993,0.3636363635950413,0.7753303964672321,7.261538461538462,0.9538461538461539,0.6538461538461539,0.3923076923076923
306,0.0,51.0,11.1,7.0,0.8,6.324999999999999,,,1.975,98.775,84.0,12.774999999999999,1.2500000000000002,0.51425,128.75,69.0,155.25,59.75,151.5,306.75,75.25,103.5,35.25,852.25,4.125,109.775,23.5,3.8,1.675,18.7,63.25,44,Kim English,,402.75,392.5,2,,,37.75,2.5000000000000004,59.0,14.275,107.5,7.199999999999999,0.54825,24.225,2.925,2012,11.134751773049645,0.41972290138549306,0.4444444444444444,0.3943894389412912,0.7270531400895937,3.049645390070922,1.446808510638298,1.070921985815603,0.19858156028368795
307,0.0,69.5,13.524999999999999,25.0,2.425,8.024999999999999,,,2.8000000000000003,97.975,84.75,10.425,1.45,0.52575,111.0,67.25,132.0,43.75,115.5,247.5,46.25,56.75,38.0,947.25,5.0249999999999995,117.42500000000001,37.5,5.0249999999999995,2.025,17.875,87.75,46,Darius Miller,,362.75,312.0,2,,,28.5,1.75,53.5,16.925,122.25,7.300000000000001,0.55925,17.15,3.475,2012,8.210526315789474,0.4484848484848485,0.509469696969697,0.37878787878459924,0.8149779735539211,3.2171052631578947,1.8289473684210527,0.75,0.6578947368421053
308,0.0,30.5,9.45,70.75,6.8999999999999995,6.4,,,3.0500000000000003,96.5,190.0,22.675,1.575,0.5745,152.5,139.0,224.25,13.5,51.75,276.0,83.25,121.5,32.25,885.5,3.15,114.19999999999999,83.0,10.2,2.375,24.575000000000003,94.5,49,Kyle O'Quinn,,448.0,401.75,2,,,17.25,1.2999999999999998,65.5,16.975,273.0,16.675,0.59475,22.825000000000003,3.95,2012,12.457364341085272,0.552536231884058,0.6198439241917503,0.2608695652123504,0.6851851851795457,8.465116279069768,0.9457364341085271,0.5348837209302325,2.193798449612403
309,0.0,52.0,11.125,16.75,1.9749999999999999,7.275,,,2.7750000000000004,96.225,111.5,13.45,1.675,0.49425,122.75,94.75,189.0,28.0,84.5,273.5,95.5,136.0,35.0,931.25,4.3,113.94999999999999,45.25,5.85,1.975,20.15,56.0,51,Kris Joseph,,428.5,369.0,2,,,44.75,2.525,54.25,14.6,156.75,9.95,0.53125,22.049999999999997,3.7,2012,10.542857142857143,0.44881170018281535,0.5013227513227513,0.3313609467416407,0.7022058823477779,4.478571428571429,1.4857142857142858,1.2785714285714285,0.4785714285714286
310,0.0,87.33333333333333,17.099999999999998,5.666666666666667,0.5666666666666668,5.933333333333334,,,0.8333333333333334,102.89999999999999,88.33333333333333,9.666666666666666,1.2,0.5346666666666667,186.0,112.33333333333333,236.0,73.66666666666667,183.0,419.0,104.0,144.0,35.0,1079.3333333333333,4.966666666666667,110.76666666666667,18.666666666666668,2.0666666666666664,2.733333333333333,18.933333333333334,79.0,55,Darius Johnson-Odom,,490.6666666666667,549.6666666666666,2,,,31.0,1.6666666666666667,74.33333333333333,13.4,107.0,5.833333333333333,0.5656666666666667,26.133333333333336,4.0,2012,15.704761904761904,0.4439140811455847,0.4759887005649717,0.4025500910724816,0.7222222222172069,3.057142857142857,2.4952380952380953,0.8857142857142857,0.1619047619047619
311,0.0,67.0,13.625,28.0,2.825,7.574999999999999,,,2.7,96.625,156.25,18.599999999999998,2.35,0.53175,145.75,91.75,190.0,54.0,138.75,328.75,97.5,116.0,31.75,957.5,4.574999999999999,118.775,59.25,5.95,3.1999999999999997,24.025000000000002,76.5,58,Robbie Hummel,,444.5,443.0,2,,,32.75,1.8000000000000003,34.5,8.65,215.5,13.05,0.5835,23.800000000000004,5.574999999999999,2012,13.952755905511811,0.4433460076045627,0.48289473684210527,0.38918918918638423,0.8405172413720645,6.78740157480315,2.1102362204724407,1.031496062992126,0.8818897637795275
312,0.0,59.25,12.45,3.5,0.42500000000000004,8.375,,,1.7,99.1,87.0,12.55,1.375,0.552,149.25,78.5,151.5,70.75,176.25,327.75,74.5,93.25,35.25,899.5,6.5,123.92500000000001,32.75,4.475,3.05,23.3,46.25,59,Marcus Denmon,,449.25,443.75,2,,,44.5,2.5500000000000003,35.0,9.275,119.75,7.725,0.58275,21.9,4.45,2012,12.588652482269504,0.45537757437070936,0.5181518151815182,0.4014184397140345,0.7989276139324512,3.397163120567376,1.6808510638297873,1.2624113475177305,0.09929078014184398
313,0.0,18.2,4.7,37.2,5.380000000000001,6.92,,,3.6,95.67999999999999,87.6,16.22,1.16,0.537,81.8,81.6,161.6,0.2,0.8,162.4,90.2,122.8,27.2,589.2,3.0799999999999996,113.12,48.2,8.559999999999999,1.4,21.62,61.2,60,Robert Sacre,,398.6,254.0,2,,,14.0,1.56,44.0,16.259999999999998,135.8,14.14,0.5862,20.66,2.62,2012,9.338235294117647,0.5036945812807881,0.504950495049505,0.2499999996875,0.7345276872904355,4.99264705882353,0.6691176470588235,0.5147058823529412,1.3676470588235297
314,0.0,67.5,14.7,27.5,3.05,11.3,,,5.6,87.69999999999999,168.0,20.299999999999997,2.65,0.5455000000000001,146.5,119.0,216.5,27.5,77.5,294.0,90.5,120.5,32.0,1038.5,5.75,121.55,60.5,7.75,3.4000000000000004,24.3,62.5,3,Otto Porter,,397.5,411.0,1,,,47.0,2.8499999999999996,42.5,11.0,228.5,14.2,0.584,20.75,6.0,2013,12.84375,0.49829931972789115,0.5496535796766744,0.35483870967284076,0.7510373443921076,7.140625,2.109375,1.46875,0.859375
315,0.0,46.0,9.5,43.5,4.35,11.9,,,4.7,92.9,168.5,19.4,2.15,0.5934999999999999,199.5,199.5,336.0,0.0,1.0,337.0,179.5,237.5,36.0,1043.5,7.2,128.3,94.0,11.8,4.949999999999999,30.55,88.5,4,Cody Zeller,,549.0,578.5,1,,,43.0,2.5,70.5,13.45,262.5,15.75,0.6445000000000001,25.4,7.05,2013,16.069444444444443,0.5919881305637982,0.59375,0.0,0.7557894736810283,7.291666666666667,1.2777777777777777,1.1944444444444444,1.2083333333333333
316,0.0,25.0,6.9,62.5,9.0,5.9,,,5.15,97.15,136.0,21.35,1.3,0.544,112.5,112.0,204.5,0.5,4.5,209.0,66.0,99.5,30.0,735.0,0.7500000000000001,108.85,72.5,11.0,1.75,20.75,77.5,5,Alex Len,,282.5,291.5,1,,,6.0,0.5,46.5,17.65,208.5,16.15,0.5674999999999999,19.5,3.05,2013,9.716666666666667,0.5382775119617225,0.5476772616136919,0.11111111108641974,0.6633165829079063,6.95,0.8333333333333334,0.2,2.0833333333333335
317,0.0,38.0,9.5,106.0,13.2,14.6,,,11.7,82.3,162.0,23.9,2.3,0.59,98.0,98.0,166.0,0.0,0.0,166.0,55.0,104.0,24.0,765.0,2.9,112.9,65.0,10.4,1.6,27.3,62.0,6,Nerlens Noel,,257.0,251.0,1,,,50.0,3.9,45.0,17.3,227.0,17.4,0.583,17.4,3.9,2013,10.458333333333334,0.5903614457831325,0.5903614457831325,0.0,0.5288461538410688,9.458333333333334,1.5833333333333333,2.0833333333333335,4.416666666666667
318,0.0,73.0,12.6,25.0,2.2,10.2,,,2.9,93.7,145.0,13.2,2.3,0.586,198.0,125.0,226.0,73.0,174.0,400.0,120.0,138.0,37.0,1191.0,7.3,121.4,47.0,5.0,4.2,23.2,69.0,7,Ben McLemore,,530.0,589.0,1,,,37.0,1.8,77.0,14.2,192.0,9.4,0.633,23.2,6.5,2013,15.91891891891892,0.495,0.5530973451327433,0.41954022988264633,0.8695652173850033,5.1891891891891895,1.972972972972973,1.0,0.6756756756756757
319,0.0,48.0,13.2,14.0,1.6,9.2,,,2.35,95.3,155.0,18.75,1.9,0.505,169.0,94.5,187.5,74.5,219.5,407.0,94.0,125.0,32.0,1057.0,6.85,110.7,41.0,4.65,2.9,23.95,69.5,8,Kentavious Caldwell-Pope,,451.0,506.5,1,,,61.5,3.75,50.0,9.5,196.0,11.45,0.5389999999999999,26.95,4.8,2013,15.828125,0.4152334152334152,0.504,0.339407744873169,0.7519999999939839,6.125,1.5,1.921875,0.4375
320,0.0,208.0,33.0,16.5,1.35,8.899999999999999,,,1.7999999999999998,101.45,99.5,10.149999999999999,1.55,0.516,218.0,151.5,303.5,66.5,181.0,484.5,113.0,145.5,36.5,1302.5,7.15,115.4,21.5,2.15,4.8,24.049999999999997,63.0,9,Trey Burke,,653.5,615.5,1,,,46.5,2.25,90.0,14.3,121.0,6.1,0.5534999999999999,27.35,6.449999999999999,2013,16.863013698630137,0.4499484004127967,0.49917627677100496,0.36740331491509726,0.7766323024001607,3.315068493150685,5.698630136986301,1.273972602739726,0.4520547945205479
321,0.0,172.5,37.2,13.5,2.35,9.1,,,4.7,89.45,88.5,12.7,2.05,0.4645,90.0,69.0,157.5,21.0,68.5,226.0,71.0,104.5,33.0,839.0,4.35,109.69999999999999,30.0,3.95,1.6500000000000001,20.85,58.5,11,Michael Carter-Williams,,336.0,272.0,1,,,64.5,4.65,77.0,20.5,118.5,8.25,0.4995,19.25,3.65,2013,8.242424242424242,0.39823008849557523,0.4380952380952381,0.30656934306121797,0.6794258373140725,3.590909090909091,5.2272727272727275,1.9545454545454546,0.4090909090909091
322,0.0,35.666666666666664,12.5,15.333333333333334,2.5,8.533333333333333,,,3.1666666666666665,93.46666666666665,103.0,19.7,1.2,0.594,112.66666666666667,104.33333333333333,164.66666666666666,8.333333333333334,25.0,189.66666666666666,67.33333333333333,95.0,33.666666666666664,578.3333333333334,5.233333333333333,117.16666666666667,50.666666666666664,10.866666666666667,2.2,24.166666666666668,65.66666666666667,13,Kelly Olynyk,,283.6666666666667,301.0,1,,,17.333333333333332,1.8666666666666665,46.666666666666664,17.0,153.66666666666666,15.533333333333333,0.6136666666666667,23.133333333333336,3.433333333333333,2013,8.94059405940594,0.5940246045694201,0.6336032388663968,0.33333333332000004,0.7087719298171006,4.564356435643564,1.0594059405940595,0.5148514851485149,0.4554455445544555
323,0.0,27.0,5.8,4.0,0.4,2.7,,,-1.9,105.4,80.0,9.3,0.8,0.487,202.0,162.0,350.0,40.0,106.0,456.0,128.0,180.0,32.0,987.0,4.6,110.1,87.0,9.9,2.9,21.9,53.0,14,Shabazz Muhammad,,520.0,572.0,1,,,23.0,1.3,51.0,8.6,167.0,9.6,0.528,29.8,3.7,2013,17.875,0.44298245614035087,0.46285714285714286,0.3773584905624777,0.7111111111071605,5.21875,0.84375,0.71875,0.125
324,0.0,122.5,22.65,3.0,0.3,7.3,,,2.55,98.2,91.5,10.55,1.7,0.5035,128.0,77.5,158.0,50.5,134.5,292.5,73.5,91.0,34.0,1065.5,4.75,109.80000000000001,17.5,2.1,2.6,18.4,55.5,18,Shane Larkin,,396.0,380.0,1,,,60.5,3.55,71.0,18.1,109.0,6.25,0.552,20.15,4.25,2013,11.176470588235293,0.4376068376068376,0.49050632911392406,0.37546468401207833,0.8076923076834319,3.2058823529411766,3.6029411764705883,1.7794117647058822,0.08823529411764706
