,player,class,season,pos,school_name,conf_abbr,g,mp,fg,fga,fg2,fg2a,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,obpm,dbpm,bpm,ts_pct,efg_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,ows,dws,ws,pprod,year_drafted,round,pick_overall,allStar,pts_pg,fg_p,fg2_p,fg3_p,ft_p,trb_p,ast_p,stl_p,blk_p
1009,Steve Blake,SR,2002-03,G,Maryland,ACC,31.0,1009.0,114,275,50,121,64,154,68,83,22.0,92.0,114,221,50,5,99.0,54.0,360,21.2,4.1,2.9,7.4,0.5720000000000001,0.531,6.0,14.8,5.9,36.0,1.9,0.3,23.9,19.1,114.1,97.9,2.0,2.1,4.1,425.0,2003,2,38,0,11.612903225806452,0.41454545454545455,0.4132231404958678,0.415584415581717,0.8192771084238641,3.6774193548387095,7.129032258064516,1.6129032258064515,0.16129032258064516
1316,Rashad Wright,JR,2002-03,G,Georgia,SEC,27.0,898.0,66,181,47,114,19,67,59,82,12.0,59.0,71,149,35,11,50.0,53.0,210,21.2,4.1,2.9,7.4,0.477,0.417,6.0,14.8,4.3,26.3,1.9,0.8,18.5,14.6,114.1,97.9,0.2,1.1,1.4,425.0,2004,2,59,0,7.777777777777778,0.36464088397790057,0.41228070175438597,0.28358208954800623,0.7195121951131767,2.6296296296296298,5.518518518518518,1.2962962962962963,0.4074074074074074
814,D.J. Wilson,JR,2016-17,F,Michigan,Big Ten,38.0,1155.0,164,305,123,195,41,110,50,60,57.0,146.0,203,50,20,57,42.0,72.0,419,20.9,5.1,4.3,9.4,0.628,0.605,6.6,16.5,11.6,8.5,1.1,5.2,11.2,18.3,124.1,103.0,3.2,1.6,4.8,405.0,2017,1,17,0,11.026315789473685,0.5377049180327869,0.6307692307692307,0.3727272727238843,0.8333333333194445,5.342105263157895,1.3157894736842106,0.5263157894736842,1.5
1239,Mikal Bridges,FR,2015-16,F,Villanova,Big East,40.0,813.0,86,165,63,88,23,77,59,75,36.0,92.0,128,35,42,26,24.0,89.0,254,18.4,5.2,6.3,11.5,0.633,0.591,5.7,12.5,9.3,7.5,3.1,3.6,10.7,14.5,128.7,92.8,2.0,1.9,3.9,247.0,2018,1,10,0,6.35,0.5212121212121212,0.7159090909090909,0.29870129869741946,0.7866666666561778,3.2,0.875,1.05,0.65
234,Delonte West,JR,2003-04,G,Saint Joseph's,A-10,32.0,1073.0,212,416,156,280,56,136,124,139,38.0,134.0,172,151,55,6,82.0,60.0,604,21.2,4.1,2.9,7.4,0.627,0.5770000000000001,6.0,14.8,11.0,12.7,1.9,1.8,14.5,22.9,114.1,97.9,4.5,2.4,7.0,425.0,2004,1,24,0,18.875,0.5096153846153846,0.5571428571428572,0.4117647058793253,0.8920863309288339,5.375,4.71875,1.71875,0.1875
149,Marial Shayok,SR,2018-19,G,Iowa State,Big 12,34.0,1118.0,229,462,158,278,71,184,108,123,47.0,120.0,167,67,32,8,91.0,70.0,637,22.5,6.1,0.2,6.2,0.612,0.573,5.1,11.6,8.6,12.2,1.7,0.8,14.9,28.2,114.0,104.1,3.3,1.3,4.7,577.0,2019,2,54,0,18.735294117647058,0.49567099567099565,0.5683453237410072,0.3858695652152942,0.8780487804806663,4.911764705882353,1.9705882352941178,0.9411764705882353,0.23529411764705882
1096,Goran Suton,SO,2006-07,C,Michigan State,Big Ten,35.0,942.0,137,269,137,264,0,5,53,82,79.0,156.0,235,85,23,26,90.0,94.0,327,21.2,4.1,2.9,7.4,0.531,0.509,6.0,14.8,11.0,12.7,1.9,1.8,22.6,22.9,114.1,97.9,1.2,2.6,3.8,425.0,2009,2,50,0,9.342857142857143,0.5092936802973977,0.5189393939393939,0.0,0.6463414634067519,6.714285714285714,2.4285714285714284,0.6571428571428571,0.7428571428571429
1151,Iman Shumpert,SO,2009-10,G,Georgia Tech,ACC,30.0,904.0,104,270,67,159,37,111,54,75,27.0,81.0,108,120,58,5,92.0,69.0,299,13.9,4.1,2.9,7.4,0.489,0.454,3.4,9.0,6.4,24.5,3.6,0.6,23.1,21.0,96.6,93.9,0.7,1.8,2.5,326.0,2011,1,17,0,9.966666666666667,0.3851851851851852,0.42138364779874216,0.33333333333033033,0.7199999999904,3.6,4.0,1.9333333333333333,0.16666666666666666
669,Maurice Ager,JR,2004-05,G,Michigan State,Big Ten,33.0,867.0,150,315,97,183,53,132,111,135,37.0,91.0,128,60,22,8,61.0,53.0,464,21.2,4.1,2.9,7.4,0.612,0.56,6.0,14.8,9.1,13.5,1.9,0.7,13.9,25.5,114.1,97.9,3.1,1.3,4.4,425.0,2006,1,28,0,14.06060606060606,0.47619047619047616,0.5300546448087432,0.40151515151210976,0.8222222222161317,3.878787878787879,1.8181818181818181,0.6666666666666666,0.24242424242424243
322,Evan Turner,SO,2008-09,G,Ohio State,Big Ten,33.0,1202.0,193,384,182,359,11,25,175,222,56.0,178.0,234,131,58,27,117.0,97.0,572,21.2,4.1,2.9,7.4,0.584,0.517,6.0,14.8,12.4,25.8,1.9,1.9,19.3,28.6,114.1,97.9,3.7,1.7,5.4,425.0,2010,1,2,0,17.333333333333332,0.5026041666666666,0.5069637883008357,0.4399999999824,0.7882882882847375,7.090909090909091,3.9696969696969697,1.7575757575757576,0.8181818181818182
1409,Ramon Sessions,SO,2005-06,G,Nevada,WAC,31.0,813.0,60,167,60,164,0,3,25,44,37.0,92.0,129,153,37,4,67.0,39.0,145,21.2,4.1,2.9,7.4,0.386,0.359,6.0,14.8,8.8,32.6,1.9,0.3,26.3,15.7,114.1,97.9,-0.7,2.2,1.4,425.0,2007,2,56,0,4.67741935483871,0.3592814371257485,0.36585365853658536,0.0,0.568181818168905,4.161290322580645,4.935483870967742,1.1935483870967742,0.12903225806451613
1330,Dakari Johnson,FR,2013-14,C,Kentucky,SEC,39.0,550.0,82,144,82,144,0,0,38,85,79.0,75.0,154,11,9,23,25.0,79.0,202,20.0,3.3,2.3,5.6,0.5479999999999999,0.569,17.0,15.0,15.9,4.2,1.0,4.3,11.9,19.0,117.3,100.9,1.3,0.9,2.2,206.0,2015,2,48,0,5.17948717948718,0.5694444444444444,0.5694444444444444,0.0,0.4470588235241522,3.948717948717949,0.28205128205128205,0.23076923076923078,0.5897435897435898
673,Bruno Fernando,SO,2018-19,F,Maryland,Big Ten,34.0,1021.0,173,285,170,275,3,10,113,145,100.0,262.0,362,68,22,64,95.0,92.0,462,27.2,4.6,7.4,12.0,0.653,0.612,12.0,27.4,20.2,14.4,1.3,7.0,21.2,22.6,117.9,92.1,3.1,2.4,5.4,463.0,2019,2,34,0,13.588235294117647,0.6070175438596491,0.6181818181818182,0.29999999997,0.7793103448222117,10.647058823529411,2.0,0.6470588235294118,1.8823529411764706
511,Otto Porter,SO,2012-13,F,Georgetown,Big East,31.0,1097.0,168,350,125,248,43,102,122,157,55.0,177.0,232,84,57,28,47.0,61.0,501,27.3,7.2,6.1,13.3,0.59,0.541,6.7,20.9,13.9,18.5,3.3,3.0,10.0,24.1,122.3,85.3,4.2,3.0,7.1,477.0,2013,1,3,0,16.161290322580644,0.48,0.5040322580645161,0.42156862744684737,0.7770700636893181,7.483870967741935,2.7096774193548385,1.8387096774193548,0.9032258064516129
879,Terrence Williams,JR,2007-08,F,Louisville,Big East,36.0,1293.0,146,355,97,211,49,144,60,105,52.0,208.0,260,162,48,27,105.0,70.0,401,21.2,4.1,2.9,7.4,0.495,0.48,6.0,14.8,11.3,23.5,1.9,1.5,20.6,20.0,114.1,97.9,0.7,3.6,4.3,425.0,2009,1,11,0,11.13888888888889,0.4112676056338028,0.4597156398104265,0.34027777777541474,0.5714285714231292,7.222222222222222,4.5,1.3333333333333333,0.75
543,Tim Pickett,JR,2002-03,G,Florida State,ACC,29.0,959.0,167,437,83,178,84,259,77,89,31.0,134.0,165,61,82,10,62.0,86.0,495,21.2,4.1,2.9,7.4,0.516,0.478,6.0,14.8,9.7,14.3,1.9,0.7,11.5,27.9,114.1,97.9,1.4,1.9,3.4,425.0,2004,2,44,0,17.06896551724138,0.38215102974828374,0.46629213483146065,0.3243243243230721,0.8651685393161217,5.689655172413793,2.103448275862069,2.8275862068965516,0.3448275862068966
211,E'Twaun Moore,SR,2010-11,G,Purdue,Big Ten,34.0,1152.0,221,494,151,319,70,175,100,141,51.0,124.0,175,108,41,18,61.0,71.0,612,23.9,7.1,3.4,10.5,0.545,0.518,5.1,12.5,8.8,20.9,2.2,1.6,9.8,28.0,114.4,94.9,3.7,2.2,5.9,573.0,2011,2,55,0,18.0,0.4473684210526316,0.47335423197492166,0.3999999999977143,0.7092198581509985,5.147058823529412,3.176470588235294,1.2058823529411764,0.5294117647058824
520,Keldon Johnson,FR,2018-19,G,Kentucky,SEC,37.0,1137.0,172,373,127,255,45,118,109,155,49.0,168.0,217,60,28,6,60.0,83.0,498,18.5,4.3,2.5,6.8,0.5579999999999999,0.521,5.5,16.5,11.3,10.4,1.5,0.6,11.8,22.7,115.7,98.3,2.9,2.0,4.9,466.0,2019,1,29,0,13.45945945945946,0.46112600536193027,0.4980392156862745,0.381355932200158,0.703225806447076,5.864864864864865,1.6216216216216217,0.7567567567567568,0.16216216216216217
450,Montrezl Harrell,SO,2013-14,F,Louisville,AAC,37.0,1083.0,223,366,221,363,2,3,71,153,120.0,191.0,311,45,38,49,53.0,89.0,519,25.7,4.0,5.6,9.6,0.5920000000000001,0.612,12.1,19.7,15.9,8.2,2.0,4.8,10.8,22.0,121.4,87.1,3.2,3.2,6.4,489.0,2015,2,32,0,14.027027027027026,0.6092896174863388,0.6088154269972452,0.6666666664444444,0.46405228757866634,8.405405405405405,1.2162162162162162,1.027027027027027,1.3243243243243243
736,Dee Brown,SO,2003-04,G,Illinois,Big Ten,33.0,1153.0,160,389,89,184,71,205,49,73,34.0,89.0,123,147,51,3,65.0,66.0,440,21.2,4.1,2.9,7.4,0.519,0.503,6.0,14.8,6.4,24.1,1.9,0.2,13.3,21.9,114.1,97.9,1.5,2.0,3.5,425.0,2006,2,46,0,13.333333333333334,0.41131105398457585,0.483695652173913,0.3463414634129447,0.6712328767031338,3.727272727272727,4.454545454545454,1.5454545454545454,0.09090909090909091
517,Jordan Bone,JR,2018-19,G,Tennessee,SEC,37.0,1219.0,186,400,136,259,50,141,76,91,19.0,99.0,118,215,26,4,74.0,49.0,498,18.9,5.5,-0.2,5.3,0.562,0.528,1.9,8.5,5.5,30.3,1.2,0.4,14.3,21.3,118.1,105.2,3.5,1.3,4.8,545.0,2019,2,57,0,13.45945945945946,0.465,0.525096525096525,0.35460992907549926,0.8351648351556575,3.189189189189189,5.8108108108108105,0.7027027027027027,0.10810810810810811
1072,Noah Vonleh,FR,2013-14,F,Indiana,Big Ten,30.0,794.0,113,216,97,183,16,33,96,134,71.0,198.0,269,18,26,41,64.0,81.0,338,22.2,1.2,4.9,6.1,0.604,0.56,10.8,27.3,19.4,4.9,1.9,5.4,18.6,21.4,113.0,91.7,1.6,2.0,3.6,321.0,2014,1,9,0,11.266666666666667,0.5231481481481481,0.5300546448087432,0.4848484848337925,0.7164179104424149,8.966666666666667,0.6,0.8666666666666667,1.3666666666666667
722,Perry Jones,SO,2011-12,F,Baylor,Big 12,33.0,1013.0,182,364,172,331,10,33,71,102,89.0,163.0,252,42,28,20,56.0,77.0,445,21.2,3.0,2.0,5.0,0.539,0.514,11.0,19.8,15.4,8.7,1.6,2.1,12.0,23.3,113.4,98.0,2.7,1.6,4.2,421.0,2012,1,28,0,13.484848484848484,0.5,0.5196374622356495,0.30303030302112033,0.6960784313657247,7.636363636363637,1.2727272727272727,0.8484848484848485,0.6060606060606061
656,Marquese Chriss,FR,2015-16,F,Washington,Pac-12,34.0,848.0,179,338,158,278,21,60,88,129,85.0,98.0,183,26,32,55,69.0,138.0,467,21.7,2.8,3.1,5.9,0.585,0.561,9.8,11.6,10.7,6.3,1.9,5.8,14.7,24.1,112.0,102.2,1.9,1.2,3.1,428.0,2016,1,8,0,13.735294117647058,0.5295857988165681,0.5683453237410072,0.3499999999941667,0.6821705426303708,5.382352941176471,0.7647058823529411,0.9411764705882353,1.6176470588235294
1008,Shannon Brown,SO,2004-05,G,Michigan State,Big Ten,33.0,829.0,126,282,95,188,31,94,78,92,37.0,67.0,104,57,41,5,60.0,52.0,361,21.2,4.1,2.9,7.4,0.5539999999999999,0.502,6.0,14.8,7.7,12.9,1.9,0.5,15.6,23.4,114.1,97.9,1.6,1.3,2.9,425.0,2006,1,25,0,10.93939393939394,0.44680851063829785,0.5053191489361702,0.3297872340390448,0.8478260869473062,3.1515151515151514,1.7272727272727273,1.2424242424242424,0.15151515151515152
447,Courtney Lee,JR,2006-07,G,Western Kentucky,Sun Belt,30.0,918.0,187,396,130,254,57,142,89,106,45.0,94.0,139,57,45,23,83.0,78.0,520,21.2,4.1,2.9,7.4,0.583,0.544,6.0,14.8,11.0,12.7,1.9,1.8,15.7,22.9,114.1,97.9,2.7,1.4,4.0,425.0,2008,1,22,0,17.333333333333332,0.4722222222222222,0.5118110236220472,0.4014084507013986,0.839622641501513,4.633333333333334,1.9,1.5,0.7666666666666667
1144,Solomon Hill,SO,2010-11,F,Arizona,Pac-10,38.0,957.0,104,214,87,166,17,48,78,100,65.0,114.0,179,66,32,7,64.0,86.0,303,16.3,3.9,3.7,7.6,0.579,0.526,8.7,14.3,11.6,13.2,2.0,0.7,19.7,17.6,113.6,100.9,2.0,1.3,3.3,325.0,2013,1,23,0,7.973684210526316,0.48598130841121495,0.5240963855421686,0.3541666666592882,0.7799999999921999,4.7105263157894735,1.736842105263158,0.8421052631578947,0.18421052631578946
67,Kyle Singler,JR,2009-10,F,Duke,ACC,40.0,1436.0,228,550,143,337,85,213,166,208,90.0,190.0,280,96,41,32,79.0,86.0,707,23.0,4.1,2.9,7.4,0.545,0.4920000000000001,7.0,14.6,10.9,13.5,1.7,2.2,10.9,25.0,120.6,93.0,5.1,3.0,8.2,674.0,2011,2,33,0,17.675,0.41454545454545455,0.42433234421364985,0.39906103286197625,0.7980769230730862,7.0,2.4,1.025,0.8
428,Kyle O'Quinn,JR,2010-11,C,Norfolk State,MEAC,32.0,1050.0,198,356,183,293,15,63,115,151,107.0,248.0,355,32,18,110,68.0,114.0,526,28.3,1.9,2.2,4.1,0.615,0.5770000000000001,11.8,26.1,19.1,7.4,1.0,10.5,13.7,23.1,119.2,98.3,3.4,1.7,5.1,489.0,2012,2,49,0,16.4375,0.5561797752808989,0.6245733788395904,0.23809523809145883,0.7615894039684663,11.09375,1.0,0.5625,3.4375
1300,Markel Brown,FR,2010-11,G,Oklahoma State,Big 12,34.0,735.0,76,193,60,132,16,61,51,84,21.0,65.0,86,49,28,33,51.0,50.0,219,13.4,-0.2,4.5,4.3,0.47,0.435,3.4,10.7,7.1,14.2,2.3,5.2,18.0,20.0,93.2,100.0,0.3,1.1,1.3,221.0,2014,2,44,0,6.4411764705882355,0.39378238341968913,0.45454545454545453,0.26229508196291323,0.6071428571356292,2.5294117647058822,1.4411764705882353,0.8235294117647058,0.9705882352941176
261,Kentavious Caldwell-Pope,SO,2012-13,G,Georgia,SEC,32.0,1086.0,186,430,102,205,84,225,135,169,37.0,189.0,226,58,65,17,64.0,70.0,591,27.7,8.9,3.2,12.1,0.579,0.53,4.3,21.3,12.9,16.8,3.8,1.9,11.1,29.2,115.7,91.0,3.9,2.4,6.2,521.0,2013,1,8,0,18.46875,0.4325581395348837,0.4975609756097561,0.37333333333167407,0.7988165680426106,7.0625,1.8125,2.03125,0.53125
717,Darnell Jackson,SR,2007-08,F,Kansas,Big 12,40.0,971.0,171,273,169,267,2,6,103,149,81.0,186.0,267,43,31,19,51.0,90.0,447,21.2,4.1,2.9,7.4,0.65,0.63,6.0,14.8,11.0,12.7,1.9,1.8,12.9,22.9,114.1,97.9,3.5,2.8,6.3,425.0,2008,2,52,0,11.175,0.6263736263736264,0.6329588014981273,0.33333333327777775,0.6912751677805955,6.675,1.075,0.775,0.475
876,Marquis Teague,FR,2011-12,G,Kentucky,SEC,40.0,1303.0,145,352,119,272,26,80,85,119,17.0,84.0,101,191,37,11,109.0,91.0,401,13.2,1.9,1.1,3.0,0.491,0.449,1.6,7.1,4.5,25.6,1.7,0.8,21.1,20.2,101.7,99.5,1.7,1.8,3.5,457.0,2012,1,29,0,10.025,0.4119318181818182,0.4375,0.3249999999959375,0.7142857142797119,2.525,4.775,0.925,0.275
852,Sammy Mejia,JR,2005-06,G,DePaul,Big East,27.0,871.0,147,304,120,211,27,93,87,130,31.0,76.0,107,68,22,4,59.0,57.0,408,21.2,4.1,2.9,7.4,0.5579999999999999,0.528,6.0,14.8,7.2,18.5,1.9,0.3,13.9,26.4,114.1,97.9,2.1,0.7,2.8,425.0,2007,2,57,0,15.11111111111111,0.48355263157894735,0.5687203791469194,0.29032258064203953,0.6692307692256213,3.962962962962963,2.5185185185185186,0.8148148148148148,0.14814814814814814
1113,Jordan Williams,FR,2009-10,F,Maryland,ACC,33.0,817.0,126,246,126,246,0,0,64,121,94.0,190.0,284,7,24,32,31.0,90.0,316,20.4,4.1,2.9,7.4,0.521,0.512,13.0,23.2,18.4,1.5,1.7,3.7,9.3,19.8,112.5,91.1,1.8,1.9,3.6,306.0,2011,2,36,0,9.575757575757576,0.5121951219512195,0.5121951219512195,0.0,0.5289256198303395,8.606060606060606,0.21212121212121213,0.7272727272727273,0.9696969696969697
33,Toney Douglas,SR,2008-09,G,Florida State,ACC,35.0,1279.0,239,536,154,315,85,221,188,232,28.0,109.0,137,102,63,15,87.0,76.0,751,21.2,4.1,2.9,7.4,0.581,0.525,6.0,14.8,6.1,20.2,1.9,0.9,11.9,29.0,114.1,97.9,4.6,1.7,6.3,425.0,2009,1,29,0,21.457142857142856,0.4458955223880597,0.4888888888888889,0.3846153846136443,0.8103448275827141,3.914285714285714,2.914285714285714,1.8,0.42857142857142855
437,Stanley Johnson,FR,2014-15,F,Arizona,Pac-12,38.0,1081.0,174,390,131,274,43,116,132,178,75.0,172.0,247,63,57,15,82.0,100.0,523,22.5,4.8,5.4,10.2,0.551,0.501,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6,111.1,87.6,2.8,2.9,5.7,509.0,2015,1,8,0,13.763157894736842,0.4461538461538462,0.4781021897810219,0.3706896551692182,0.7415730337036991,6.5,1.6578947368421053,1.5,0.39473684210526316
612,Shan Foster,SO,2005-06,G,Vanderbilt,SEC,30.0,967.0,162,359,72,142,90,217,63,83,25.0,64.0,89,48,14,6,47.0,38.0,477,21.2,4.1,2.9,7.4,0.599,0.5770000000000001,6.0,14.8,5.8,10.9,1.9,0.5,10.6,24.6,114.1,97.9,3.1,0.6,3.7,425.0,2008,2,51,0,15.9,0.45125348189415043,0.5070422535211268,0.4147465437768906,0.7590361445691682,2.966666666666667,1.6,0.4666666666666667,0.2
140,Joe Young,JR,2013-14,G,Oregon,Pac-12,34.0,1059.0,206,429,130,246,76,183,155,176,26.0,70.0,96,66,44,1,39.0,47.0,643,25.6,9.0,-0.2,8.8,0.627,0.569,3.1,7.8,5.5,13.1,2.4,0.1,7.1,26.0,132.3,109.2,4.7,0.9,5.6,572.0,2015,2,43,0,18.91176470588235,0.4801864801864802,0.5284552845528455,0.41530054644581804,0.8806818181768143,2.823529411764706,1.9411764705882353,1.2941176470588236,0.029411764705882353
1460,Chris Richard,SO,2004-05,C,Florida,SEC,32.0,396.0,45,73,45,73,0,0,14,23,27.0,53.0,80,10,13,20,26.0,64.0,104,21.2,4.1,2.9,7.4,0.62,0.616,6.0,14.8,11.9,4.7,1.9,3.7,23.7,14.1,114.1,97.9,0.7,1.1,1.8,425.0,2007,2,41,0,3.25,0.6164383561643836,0.6164383561643836,0.0,0.608695652147448,2.5,0.3125,0.40625,0.625
482,Kim English,SR,2011-12,G,Missouri,Big 12,35.0,1175.0,171,328,93,158,78,170,87,120,30.0,118.0,148,56,45,10,59.0,83.0,507,20.6,7.2,1.0,8.2,0.6579999999999999,0.64,3.4,13.0,8.3,8.6,2.3,0.9,13.3,20.0,123.7,102.6,3.7,1.3,5.0,446.0,2012,2,44,0,14.485714285714286,0.5213414634146342,0.5886075949367089,0.4588235294090658,0.7249999999939584,4.228571428571429,1.6,1.2857142857142858,0.2857142857142857
874,Maarty Leunen,JR,2006-07,F,Oregon,Pac-10,37.0,1191.0,134,285,93,186,41,99,92,117,86.0,218.0,304,77,51,23,58.0,87.0,401,21.2,4.1,2.9,7.4,0.589,0.542,6.0,14.8,15.4,12.1,1.9,1.4,14.6,17.1,114.1,97.9,2.3,3.6,5.9,425.0,2008,2,54,0,10.837837837837839,0.47017543859649125,0.5,0.4141414141372309,0.7863247863180656,8.216216216216216,2.081081081081081,1.3783783783783783,0.6216216216216216
1161,Dwayne Collins,SO,2007-08,F,Miami (FL),ACC,34.0,679.0,120,218,120,218,0,0,54,108,88.0,132.0,220,14,18,32,46.0,62.0,294,21.2,4.1,2.9,7.4,0.546,0.55,6.0,14.8,17.6,4.5,1.9,3.3,14.6,22.7,114.1,97.9,1.1,2.2,3.3,425.0,2010,2,60,0,8.647058823529411,0.5504587155963303,0.5504587155963303,0.0,0.49999999999537037,6.470588235294118,0.4117647058823529,0.5294117647058824,0.9411764705882353
1509,Frank Kaminsky,FR,2011-12,C,Wisconsin,Big Ten,35.0,271.0,23,56,13,21,10,35,7,14,22.0,28.0,50,10,4,13,10.0,34.0,63,14.1,1.9,4.7,6.5,0.503,0.5,10.3,13.7,12.0,7.9,1.0,5.0,13.8,15.8,108.1,92.0,0.4,0.6,1.0,69.0,2015,1,9,0,1.8,0.4107142857142857,0.6190476190476191,0.28571428570612245,0.49999999996428574,1.4285714285714286,0.2857142857142857,0.11428571428571428,0.37142857142857144
969,Hamidou Diallo,FR,2017-18,G,Kentucky,SEC,37.0,918.0,134,313,108,236,26,77,77,125,33.0,102.0,135,46,28,13,51.0,96.0,371,13.8,1.3,1.9,3.2,0.498,0.47,4.2,11.5,8.1,9.5,1.7,1.6,12.0,22.6,103.8,103.1,1.1,1.3,2.4,348.0,2018,2,45,0,10.027027027027026,0.4281150159744409,0.4576271186440678,0.3376623376579524,0.6159999999950719,3.6486486486486487,1.2432432432432432,0.7567567567567568,0.35135135135135137
572,Jason Kapono,SR,2002-03,F,UCLA,Pac-10,29.0,969.0,171,374,107,213,64,161,81,92,52.0,99.0,151,59,17,0,61.0,65.0,487,21.2,4.1,2.9,7.4,0.583,0.5429999999999999,6.0,14.8,8.7,12.0,1.9,0.0,12.7,23.3,114.1,97.9,2.5,0.4,2.9,425.0,2003,2,31,0,16.79310344827586,0.4572192513368984,0.5023474178403756,0.39751552794784156,0.8804347825991257,5.206896551724138,2.0344827586206895,0.5862068965517241,0.0
101,Keita Bates-Diop,JR,2017-18,F,Ohio State,Big Ten,34.0,1125.0,247,515,181,331,66,184,112,141,52.0,244.0,296,56,31,56,62.0,57.0,672,27.5,5.1,4.3,9.4,0.5770000000000001,0.544,5.7,24.5,15.6,10.5,1.6,5.9,9.5,29.4,116.8,94.6,3.6,2.5,6.1,604.0,2018,2,48,0,19.764705882352942,0.4796116504854369,0.5468277945619335,0.35869565217196364,0.7943262411291183,8.705882352941176,1.6470588235294117,0.9117647058823529,1.6470588235294117
1309,Chandler Hutchison,SO,2015-16,G,Boise State,MWC,31.0,615.0,80,161,77,148,3,13,49,77,51.0,76.0,127,41,21,11,31.0,65.0,212,17.1,0.8,2.9,3.8,0.537,0.506,9.7,15.1,12.3,12.8,1.9,2.1,13.6,18.5,113.0,99.7,1.2,1.0,2.2,231.0,2018,1,22,0,6.838709677419355,0.4968944099378882,0.5202702702702703,0.2307692307514793,0.6363636363553719,4.096774193548387,1.3225806451612903,0.6774193548387096,0.3548387096774194
886,Aaron Brooks,SO,2004-05,G,Oregon,Pac-10,27.0,893.0,126,294,74,154,52,140,94,110,19.0,69.0,88,125,27,4,87.0,58.0,398,21.2,4.1,2.9,7.4,0.575,0.517,6.0,14.8,6.0,29.1,1.9,0.3,20.1,24.5,114.1,97.9,2.2,0.6,2.8,425.0,2007,1,26,0,14.74074074074074,0.42857142857142855,0.4805194805194805,0.3714285714259184,0.8545454545376859,3.259259259259259,4.62962962962963,1.0,0.14814814814814814
284,Chase Budinger,SO,2007-08,F,Arizona,Pac-10,34.0,1200.0,204,457,131,265,73,192,102,142,34.0,150.0,184,99,38,6,80.0,66.0,583,21.2,4.1,2.9,7.4,0.556,0.526,6.0,14.8,9.8,18.6,1.9,0.4,13.2,27.5,114.1,97.9,2.6,1.2,3.8,425.0,2009,2,44,0,17.147058823529413,0.44638949671772427,0.49433962264150944,0.3802083333313531,0.7183098591498711,5.411764705882353,2.911764705882353,1.1176470588235294,0.17647058823529413
817,Bobby Portis,FR,2013-14,F,Arkansas,SEC,34.0,918.0,161,316,152,283,9,33,87,118,86.0,144.0,230,50,35,54,41.0,59.0,418,23.5,3.3,5.1,8.3,0.562,0.524,10.1,16.7,13.5,10.9,2.1,5.9,9.9,21.4,119.2,95.8,2.4,1.9,4.4,411.0,2015,1,22,0,12.294117647058824,0.509493670886076,0.5371024734982333,0.2727272727190083,0.7372881355869721,6.764705882352941,1.4705882352941178,1.0294117647058822,1.588235294117647
1245,Andy Rautins,SO,2006-07,G,Syracuse,Big East,35.0,741.0,84,226,17,38,67,188,17,24,15.0,54.0,69,51,45,6,46.0,62.0,252,21.2,4.1,2.9,7.4,0.531,0.52,6.0,14.8,4.7,13.0,1.9,0.5,16.2,18.1,114.1,97.9,0.8,1.2,2.0,425.0,2010,2,38,0,7.2,0.37168141592920356,0.4473684210526316,0.35638297872150865,0.7083333333038194,1.9714285714285715,1.457142857142857,1.2857142857142858,0.17142857142857143
432,Elfrid Payton,SO,2012-13,G,Louisiana,Sun Belt,33.0,1171.0,187,394,171,344,16,50,135,210,46.0,138.0,184,181,80,21,113.0,76.0,525,22.7,2.9,1.6,4.6,0.532,0.495,4.3,14.5,9.1,33.6,3.9,1.8,18.6,25.4,105.8,99.7,2.6,1.6,4.2,578.0,2014,1,10,0,15.909090909090908,0.4746192893401015,0.49709302325581395,0.3199999999936,0.6428571428540817,5.575757575757576,5.484848484848484,2.4242424242424243,0.6363636363636364
162,Nik Stauskas,SO,2013-14,G,Michigan,Big Ten,36.0,1281.0,185,394,93,186,92,208,168,204,15.0,90.0,105,118,20,11,67.0,47.0,630,22.7,9.0,0.2,9.2,0.642,0.586,1.6,8.8,5.3,18.8,1.0,0.9,12.0,24.4,127.9,109.0,5.0,1.1,6.2,594.0,2014,1,8,0,17.5,0.46954314720812185,0.5,0.4423076923055658,0.823529411760669,2.9166666666666665,3.2777777777777777,0.5555555555555556,0.3055555555555556
363,Nick Calathes,FR,2007-08,G,Florida,SEC,36.0,1174.0,175,411,117,253,58,158,144,199,41.0,146.0,187,221,58,3,104.0,76.0,552,21.2,4.1,2.9,7.4,0.546,0.496,6.0,14.8,11.0,12.7,1.9,1.8,17.1,22.9,114.1,97.9,2.3,2.3,4.5,425.0,2009,2,45,0,15.333333333333334,0.4257907542579075,0.4624505928853755,0.3670886075926134,0.7236180904486251,5.194444444444445,6.138888888888889,1.6111111111111112,0.08333333333333333
401,James White,SR,2005-06,F,Cincinnati,Big East,33.0,1104.0,177,363,128,232,49,131,134,160,42.0,125.0,167,67,36,28,77.0,89.0,537,21.2,4.1,2.9,7.4,0.612,0.555,6.0,14.8,11.0,12.7,1.9,1.8,14.9,22.9,114.1,97.9,3.6,2.3,5.8,425.0,2006,2,31,0,16.272727272727273,0.48760330578512395,0.5517241379310345,0.3740458015238623,0.8374999999947657,5.0606060606060606,2.0303030303030303,1.0909090909090908,0.8484848484848485
